source,target,weight
121273,5291474,1
1041590,6073898,1
1370611,6749211,1
4352180,5593106,1
7220732,5581835,1
3125177,2811659,1
3125177,1056298,1
3125177,4955871,1
3125177,6314467,1
1611166,1521658,1
5184181,1611369,1
529811,7004366,1
529811,1887984,1
4822684,1602728,1
2925627,233732,2
4027386,2666248,1
2221373,4059245,1
6440261,7411454,1
4021630,2329291,1
138158,1521658,1
3076178,3532584,1
1101404,6997070,1
2992722,2380669,1
336636,1521658,1
2980712,2378156,1
2980712,7356814,1
2980712,2988489,1
2630887,5581835,1
1659162,5168196,1
1504365,3361169,1
4397665,5581835,1
6405435,5290282,1
6405435,825826,1
1875716,4645949,1
3451595,2644375,1
6296430,1220847,1
5045271,5366828,1
1414073,4907296,1
4906900,4230652,1
2273201,1521658,1
7051752,1164761,1
2921194,6211793,1
772438,1521658,1
1359920,2485360,1
7146952,828030,1
7146952,6151662,1
4734658,1521658,1
1299649,2329291,1
6451467,1521658,1
7139522,1687913,1
5511089,4133476,1
2991812,4573873,1
2924159,5905067,1
6000888,1521658,1
7079769,653538,1
3688745,729126,1
6947864,6649622,1
2731459,405833,1
2731459,2037212,1
6427681,1521658,1
5898380,4533570,1
5428225,609364,1
5428225,303595,1
5428225,6373634,1
265249,6468513,1
265249,1521658,1
7111677,1401705,1
1965473,1834693,1
1965473,4645949,1
587564,825375,1
5186099,4886364,1
4937130,5569124,1
7225295,379710,1
5336435,1611369,1
4664446,1359756,2
686389,4907296,1
425951,6538555,1
425951,6951644,1
6347363,3276427,1
2025135,3420975,1
2025135,6270145,1
750808,1039656,1
7398840,4533570,1
5098142,6649622,1
4837067,1521658,1
4245865,4416517,1
3325136,2079582,1
4181339,1887022,1
2029261,2790210,1
2029261,1007617,1
3372378,4696624,1
2291076,7001891,3
6873558,1521658,1
3153635,6649622,1
5347930,1611369,1
1855198,6468513,1
258963,2293918,1
6337827,1727533,1
6337827,6176873,1
6337827,5905067,1
6337827,243821,2
6033407,4323687,1
6033407,6368016,1
2260432,1521658,1
697438,5750923,1
6246298,3874977,1
7054497,714304,1
4776716,85058,1
7325863,5379237,1
722462,6135659,2
722462,2009492,2
722462,1961702,1
4994501,3099616,1
6116092,2879546,1
742361,3321990,1
4326525,5805288,1
5460078,2380669,1
3228127,3607488,1
2761933,2079582,1
2761933,4907296,1
4991640,2085114,1
4129178,5348179,1
4129178,7286001,1
4129178,5826373,1
4129178,6133815,1
4129178,457679,1
4129178,1892367,1
4129178,34983,1
1095715,1611369,1
5848084,4083622,1
3741016,1457542,1
4145289,781871,1
6755981,4750380,1
4048500,7001891,1
1440334,1521658,1
6786879,2380669,1
6729420,1556739,1
3570542,4907296,1
6459287,1968940,1
6459287,1521658,1
77478,1488442,1
77478,3239470,1
77478,4652428,1
77478,561,1
77478,3511921,1
77478,3186520,1
77478,7318180,1
77478,1306717,1
77478,3236210,1
77478,5633468,1
77478,306723,1
77478,3061066,1
5733346,7014802,1
856128,4059245,1
6539966,6928326,1
1601843,1521658,1
4436090,2510797,1
4436090,3234346,1
6183378,1521658,1
2070251,498050,1
2070251,7357447,1
6333879,61061,1
2143493,6088768,1
2143493,4907296,1
407448,5169488,1
7229831,5491200,1
6751608,4821238,1
4545578,4521649,1
5047424,6576209,1
5647661,1103232,1
4432985,2889696,1
4543046,6217018,1
4543046,985489,1
4543046,2669258,1
4543046,2179645,2
4543046,3405919,1
4543046,2105194,1
4543046,2859552,1
4543046,6496320,1
4543046,3100377,1
4543046,5201927,1
4543046,5770076,1
4543046,5479864,1
4543046,5557163,1
3975769,3058015,1
495732,1521658,1
3497763,3497763,1
4933228,2380669,1
7204171,2040845,1
4916037,4591393,1
